,index,Neo Reference ID,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Epoch Date Close Approach,Relative Velocity km per sec,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Orbit ID,Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Hazardous
0,4686,3772978,19.109,0.4006406175,0.8958596554,1473318000000,35.9468517369,0.46237192060000004,179.8626708984,69169856.0,13,6,0.0517769,4.1080000000000005,2458000.5,0.4056422128796646,1.474045131616315,53.57492250368969,187.642183340195,653.6790976660943,0.8761102025429766,222.4366879064714,2.071980060689654,2458318.586741341,184.8204244382007,0.5507289452658797,False
1,4679,3394709,26.3,0.014606796399999998,0.0326617897,1473318000000,17.278498131099997,0.389360069,151.4610748291,58247436.0,6,8,0.0404713,6.696000000000001,2454418.5,0.2250742858302038,0.8818480354389424,7.243615549729574,43.26302826756567,302.4746998699879,0.6833667186517541,155.1009374432358,1.080329352226131,2454529.093631445,228.3734297864965,1.1901821876498702,False
2,4673,3648764,22.6,0.0802703167,0.1794898848,1473318000000,16.1052161747,0.3089435051,120.17902374270001,46217292.0,12,7,0.08491599999999999,3.4760000000000004,2458000.5,0.5182100033380674,2.051085853082212,28.974456941696,4.31591232166379,1072.93690991732,0.9881926463098156,314.5168952169361,3.113979059854608,2457602.6195009863,133.499908821186,0.3355276500160121,False
3,4674,2068346,16.9,1.1080388212999999,2.4776501261000003,1473318000000,11.2386989901,0.26537116510000003,103.22938537600001,39698964.0,190,0,0.03811269999999999,4.388999999999999,2458000.5,0.4166767550850329,1.5074541352262212,16.69457795384644,219.3949732676981,676.0278505172744,0.8793330377206446,140.2454040388012,2.1355752327317967,2458321.1775064156,189.2320320513134,0.5325224393115457,True
4,4675,3759005,26.3,0.014606796399999998,0.0326617897,1473318000000,16.0163941966,0.0058991912,2.2947854996,882506.5,2,7,0.00534013,3.498,2458000.5,0.630903320008298,2.05725122629291,6.6891055771108565,168.08491199866242,1077.778266297887,0.7593245975335706,245.9988369072986,3.3551778550522484,2457683.728496089,105.80816571818491,0.3340204671565531,False
5,4676,3759643,24.7,0.0305179233,0.0682401509,1473318000000,23.1718858951,0.0157765508,6.137078285199999,2360138.25,4,8,0.0126986,3.023,2457645.5,0.7616825230445291,2.435410367624283,0.9645419054625248,297.0046967184811,1388.214743922289,0.580400854163415,319.6165223567007,4.2904198810851515,2457594.4567083837,13.236846145115369,0.2593258727269017,False
6,4677,3759644,24.5,0.033462237400000004,0.0748238376,1473318000000,14.8265773617,0.0400179677,15.566988945,5986602.5,3,8,0.0176865,3.2760000000000002,2457644.5,0.6487601891707837,2.294427031342603,3.828712952065525,4.970983993748214,1269.433054798084,0.8058941164502161,284.1830277360296,3.7829599462349903,2457601.1366369617,12.29746667984149,0.2835911658667667,False
7,4678,3358223,22.7,0.0766575574,0.1714115092,1473318000000,9.1245290808,0.2777142418,108.03084564209999,41545460.0,11,6,0.0758499,6.5729999999999995,2458000.5,0.3771015365758616,0.8924375048209183,14.56422880798156,231.238900909218,307.93932027073714,0.5558979504550221,327.0394215010603,1.2289770591868148,2458152.279118325,182.5608780679715,1.169061488099317,False
8,4680,3608620,23.6,0.050647145899999996,0.11325046109999999,1473318000000,13.687359134000001,0.332116623,129.1933746338,49683940.0,8,7,0.0861491,5.954,2458000.5,0.1239925543832356,1.008238435439085,24.77533426614956,175.8704579198972,369.7799001578682,0.8832243764016361,320.13704328404987,1.133252494476534,2458175.4275026373,189.69896167320732,0.9735521044986682,False
9,4681,3662283,20.7,0.1925550782,0.4305662442,1473318000000,26.016057857699998,0.1675637506,65.1822967529,25067180.0,16,1,0.121499,3.843,2458000.5,0.6528989859762379,1.7061780290090949,23.893424084493827,145.0359277010589,814.0197547413512,0.5922161239741206,110.7202097503916,2.82013993404407,2457596.8730840636,178.5038862887091,0.4422497094242971,False
10,4682,3759007,23.9,0.04411182,0.09863702810000001,1473318000000,22.154265075799998,0.0413609566,16.0894126892,6187511.0,4,8,0.0197767,5.156000000000001,2457637.5,0.3615122381962846,1.161428612849956,39.880491082910204,164.1833052860387,457.17998439260003,0.7415579555133625,276.3956972002647,1.58129927018655,2457708.2282523117,304.3060245387305,0.7874360477051257,False
11,4683,3759295,28.2,0.0060891262,0.0136157002,1473318000000,3.2251498826,0.006468891500000001,2.5163989066999997,967732.4375,2,6,0.00645071,5.742000000000001,2458000.5,0.07320030996390793,1.0751344422979408,5.360248787502738,345.2252302789072,407.1857671217926,0.9964342678688584,42.111063855345954,1.1538346167270241,2458087.616506017,282.9787858553869,0.8841173465975324,False
12,4684,3759714,22.7,0.0766575574,0.1714115092,1473318000000,7.191641840499999,0.0610087216,23.7323932648,9126775.0,17,6,0.059972500000000005,4.41,2458000.5,0.3680547030292997,1.528234093552848,4.405467043030848,37.026467694565284,690.0542788076863,0.9657603480910034,274.6927123513995,2.090707839014692,2458300.479730755,203.5011471005674,0.52169809108644,False
13,4685,3759720,21.8,0.1160259082,0.2594418179,1473318000000,11.352089530399999,0.260759621,101.4354934692,39009084.0,6,5,0.17751,4.477,2458000.5,0.2025648142287438,1.486600189919107,21.080243926597213,163.8029095254848,662.0483427912478,1.185467298615728,180.3460898857109,1.7877330812224859,2458288.2612148602,203.5249653931955,0.5437669377468897,False
14,4672,3753873,20.0,0.2658,0.5943468684000001,1471849200000,6.0104494225,0.1792537909,69.7297210693,26815986.0,91,4,0.151114,3.492,2458000.5,0.4853766054712176,2.2077522342508265,4.724114177595143,223.11590848723282,1198.185132162258,1.136160949068663,97.87132687559381,3.279343519432989,2457619.4423398874,114.49045223332199,0.3004544041957355,False
15,4671,3759277,23.4,0.0555334912,0.1241766613,1471849200000,18.8159688503,0.1124246138,43.7331733704,16818482.0,2,9,0.0445335,4.061,2457638.5,0.6708688231760543,1.605920207037568,5.076666006996263,104.5775101720565,743.3346388224138,0.5285584076276291,129.7291657584679,2.683282006447506,2457573.0005624546,31.72164498295681,0.4843040821699225,False
16,4667,3608622,24.3,0.0366906138,0.0820427065,1471244400000,15.961019869500001,0.4498638767,174.9970550537,67298680.0,7,7,0.077424,6.638,2458000.5,0.2940179782073041,0.8766289996357493,26.49645631312304,172.99986974073718,299.79347551682713,0.6188843135249548,334.079659313107,1.134373685746544,2458097.260118829,243.80786900614052,1.200826667022624,False
