;Addam-Marbrand;Aegon-Frey-(son-of-Stevron);Aegon-I-Targaryen;Aegon-Targaryen-(son-of-Rhaegar);Aegon-V-Targaryen;Aemon-Targaryen-(Dragonknight);Aemon-Targaryen-(Maester-Aemon);Aenys-Frey;Aeron-Greyjoy;Aerys-I-Targaryen;Aerys-II-Targaryen;Aggar;Aggo;Alayaya;Albett;Alebelly;Alerie-Hightower;Alester-Florent;Alla-Tyrell;Allar-Deem;Allard-Seaworth;Alleras;Alliser-Thorne;Alyn;Alys-Arryn;Alys-Karstark;Alysane-Mormont;Amabel;Amerei-Frey;Amory-Lorch;Anders-Yronwood;Andrew-Estermont;Andrey-Dalt;Anguy;Anya-Waynwood;Archibald-Yronwood;Ardrian-Celtigar;Areo-Hotah;Arianne-Martell;Armen;Arnolf-Karstark;Aron-Santagar;Arron;Arson;Arstan;Arthor-Karstark;Arthur-Dayne;Arwyn-Oakheart;Arya-Stark;Arys-Oakheart;Asha-Greyjoy;Ashara-Dayne;Aurane-Waters;Axell-Florent;Azor-Ahai;Bael-the-Bard;Baelor-Blacktyde;Baelor-I-Targaryen;Ballabar;Balman-Byrch;Balon-Greyjoy;Balon-Swann;Bannen;Barbrey-Dustin;Barristan-Selmy;Barsena;Bartimus;Bedwyck;Belaquo;Bellegere-Otherys;Belwas;Ben-Bones;Ben-Plumm;Benedar-Belmore;Benerro;Benethon-Scales;Benfred-Tallhart;Benjen-Stark;Beric-Dondarrion;Beth-Cassel;Big-Boil;Biter;Black-Balaq;Blane;Bloodbeard;Blue-Bard;Bonifer-Hasty;Boros-Blount;Bowen-Marsh;Bran-Stark;Brandon-Norrey;Brandon-Stark;Brea;Brella;Brenett;Brienne-of-Tarth;Bronn;Brus-Buckler;Brusco;Bryce-Caron;Brynden-Rivers;Brynden-Tully;Bump;Butterbumps;Byam-Flint;Caggo;Caleotte;Camarron;Captain-Myraham;Captain-Myraham-Daughter;Catelyn-Stark;Cayn;Cedra;Cedric-Payne;Cellador;Cersei-Lannister;Chataya;Chayle;Chella;Chett;Chiggen;Chiswyck;Clarence-Crabb;Clayton-Suggs;Clement-Piper;Cleon;Cleos-Frey;Cletus-Yronwood;Cley-Cerwyn;Clubfoot-Karl;Clydas;Cohollo;Coldhands;Colemon;Colen-of-Greenpools;Conn;Coratt;Corliss-Penny;Cortnay-Penrose;Cotter-Pyke;Craster;Creighton-Longbough;Cressen;Cromm;Cutjack;Daario-Naharis;Dacey-Mormont;Daemon-Sand;Daenerys-Targaryen;Daeron-I-Targaryen;Daeron-II-Targaryen;Dagmer;Dalbridge;Dalla;Damon-Dance-for-Me;Dancy;Danwell-Frey;Dareon;Daryn-Hornwood;Daven-Lannister;Davos-Seaworth;Denyo-Terys;Denys-Darklyn;Denys-Mallister;Denzo-Dhan;Desmond;Desmond-Grell;Devan-Seaworth;Dick-Crabb;Dick-Follard;Dick-Straw;Dirk;Dobber;Dolf;Donal-Noye;Donella-Hornwood;Donnel-Waynwood;Dontos-Hollard;Doran-Martell;Dorcas;Doreah;Draqaz;Drennan;Drogo;Dryn;Dunsen;Dunstan-Drumm;Dywen;Ebben;Eddard-Stark;Eddison-Tollett;Edmure-Tully;Edric-Storm;Edwyn-Frey;Elbert-Arryn;Elder-Brother;Eldon-Estermont;Elia-Martell;Elinor-Tyrell;Ellaria-Sand;Elmar-Frey;Elys-Waynwood;Emmett;Emmon-Cuy;Emmon-Frey;Emmond;Emrick;Eon-Hunter;Eroeh;Errok;Euron-Greyjoy;Eustace-Brune;Ezzara;Falyse-Stokeworth;Farlen;Florian-the-Fool;Fogo;Forley-Prester;Franklyn-Flowers;Franklyn-Fowler;Frenken;Frenya;Fulk;Galazza-Galare;Galbart-Glover;Galyeon-of-Cuy;Gared;Garin-(orphan);Gariss;Garlan-Tyrell;Garrett-Paege;Garth-(Wolfs-Den);Garth-Greyfeather;Garth-Tyrell;Gawen-Westerling;Gelmarr;Gendel;Gendry;Genna-Lannister;Gerald-Gower;Gerold-Dayne;Gerold-Grafton;Gerold-Hightower;Gerrick-Kingsblood;Gerris-Drinkwater;Ghael;Gilly;Gilwood-Hunter;Godric-Borrell;Godry-Farring;Goghor-the-Giant;Gormon-Tyrell;Gormond-Goodbrother;Gorne;Gorold-Goodbrother;Grazdan-mo-Eraz;Grazhar;Greenbeard;Gregor-Clegane;Grenn;Gretchel;Grey-Worm;Greydon-Goodbrother;Grigg;Grimtongue;Grisel;Groleo;Grunt;Guncer-Sunglass;Gunthor-son-of-Gurn;Guyard-Morrigen;Gyles-Grafton;Gyles-Rosby;Gynir;Hagen;Haggo;Haggon;Hairy-Hal;Hake;Halder;Haldon;Hali;Hallis-Mollen;Hallyne;Halys-Hornwood;Hareth-(Moles-Town);Harl;Harma;Harra;Harras-Harlaw;Harren-Hoare;Harrold-Hardyng;Harry-Strickland;Harwin;Harwood-Stout;Harys-Swyft;Hayhead;Helman-Tallhart;Hero;Heward;High-Septon-(fat_one);High-Septon-(Tyrions);High-Sparrow;Hizdahr-zo-Loraq;Hobb;Hobber-Redwyne;Hodor;Holly;Hop-Robin;Horas-Redwyne;Horton-Redfort;Hosteen-Frey;Hoster-Blackwood;Hoster-Tully;Hot-Pie;Hother-Umber;Hotho-Harlaw;Howland-Reed;Hugh;Hugh-Hungerford;Hugo-Vance;Hullen;Humfrey-Hewett;Husband;Hyle-Hunt;Illifer;Illyrio-Mopatis;Ilyn-Payne;Imry-Florent;Irri;Jacelyn-Bywater;Jack-Be-Lucky;Jack-Bulwer;Jacks;Jaehaerys-I-Targaryen;Jafer-Flowers;Jaime-Lannister;Jalabhar-Xho;Janos-Slynt;Jaqen-Hghar;Jared-Frey;Jaremy-Rykker;Jarl;Jarman-Buckwell;Jason-Mallister;Jeor-Mormont;Jeyne-Farman;Jeyne-Heddle;Jeyne-Poole;Jeyne-Westerling;Jhiqui;Jhogo;Joanna-Lannister;Jocelyn-Swyft;Joffrey-Baratheon;Jojen-Reed;Jommo;Jon-Arryn;Jon-Connington;Jon-Fossoway;Jon-Snow;Jon-Umber-(Greatjon);Jon-Umber-(Smalljon);Jonos-Bracken;Jonothor-Darry;Jonquil;Jorah-Mormont;Joramun;Jory-Cassel;Joseth;Josmyn-Peckledon;Joss;Joy-Hill;Justin-Massey;Jyck;Karyl-Vance;Kasporio;Kedry;Kegs;Kella;Kerwin;Kevan-Lannister;Khorane-Sathmantes;Khrazz;Kindly-Man;Kojja-Mo;Koss;Kraznys-mo-Nakloz;Kurleket;Kurz;Kyra;Lambert-Turnberry;Lamprey;Lancel-Lannister;Lanna-(Happy-Port);Lark;Larraq;Leaf;Leathers;Lem;Lemore;Leo-Lefford;Leo-Tyrell;Leobald-Tallhart;Leona-Woolfield;Leonette-Fossoway;Lewyn-Martell;Lewys-Piper;Lollys-Stokeworth;Lommy-Greenhands;Longwater-Pyke;Loras-Tyrell;Lorent-Caswell;Lorren;Lothar-Frey;Lothor-Brune;Lucas-Codd;Lucifer-Long;Luton;Luwin;Lyanna-Mormont;Lyanna-Stark;Lyle-Crakehall;Lyn-Corbray;Lynesse-Hightower;Lyonel-Corbray;Lysa-Arryn;Lysono-Maar;Mace-Tyrell;Mad-Huntsman;Maddy;Maege-Mormont;Maegor-I-Targaryen;Maekar-I-Targaryen;Mag-Mar-Tun-Doh-Weg;Maggy;Malaquo-Maegyr;Malegorn;Mallador-Locke;Mance-Rayder;Mandon-Moore;Manfrey-Martell;Margaery-Tyrell;Marghaz-zo-Loraq;Marillion;Mariya-Darry;Mark-Mullendore;Marlon-Manderly;Maron-Greyjoy;Marq-Piper;Marselen;Martyn-Lannister;Martyn-Rivers;Marwyn;Marya-Seaworth;Masha-Heddle;Mathis-Rowan;Matthar;Matthos-Seaworth;Mebble;Meera-Reed;Megga-Tyrell;Melara-Hetherspoon;Meldred-Merlyn;Melisandre;Mellei;Meralyn;Meribald;Meris;Mero;Merrett-Frey;Merrit;Meryn-Trant;Mezzara;Mikken;Miklaz;Mirri-Maz-Duur;Missandei;Moelle;Mollander;Monford-Velaryon;Moon-Boy;Moqorro;Mord;Mordane;Moreo-Tumitis;Morgo;Morra;Morrec;Mors-Umber;Mully;Munda;Murch;Murenmure;Mya-Stone;Mycah;Mychel-Redfort;Myles-Toyne;Myranda-Royce;Myrcella-Baratheon;Nage;Nan;Narbert;Narbert-Grandison;Nestor-Royce;Nurse;Nute;Nyessos-Vhassar;Nymeria-Sand;Obara-Sand;Oberyn-Martell;Ogo;Old-Bill-Bone;Olenna-Redwyne;Olyvar-Frey;Orell;Orton-Merryweather;Osfryd-Kettleblack;Osha;Osmund-Kettleblack;Osney-Kettleblack;Oswell-Kettleblack;Oswell-Whent;Othell-Yarwyck;Othor;Ottyn-Wythers;Owen;Owen-Merryweather;Oznak-zo-Pahl;Palla;Patchface;Pate-(novice);Pate-(Old);Pate-(whipping-boy);Patrek-of-Kings-Mountain;Paxter-Redwyne;Penny;Perwyn-Frey;Petyr-Baelish;Petyr-Frey;Pia;Podrick-Payne;Polliver;Pono;Porridge;Porther;Poxy-Tym;Praed;Prendahl-na-Ghezn;Preston-Greenfield;Puckens;Pyat-Pree;Pycelle;Pyg;Pylos;Pypar;Qarl-the-Maid;Qavo-Nogarys;Qezza;Qhorin-Halfhand;Qotho;Quaithe;Quaro;Quellon-Greyjoy;Quentyn-Martell;Quhuru-Mo;Quill;Qyburn;Rafford;Ragwyle;Rakharo;Ralf-(Limper);Ralf-Stonehouse;Ramsay-Snow;Randyll-Tarly;Rast;Rattleshirt;Ravella-Swann;Raymun-Darry;Raymun-Redbeard;Raynald-Westerling;Raynard;Red-Oarsman;Reek;Renly-Baratheon;Rennifer-Longwaters;Reznak-mo-Reznak;Rhaegar-Frey;Rhaegar-Targaryen;Rhaegel-Targaryen;Rhaego;Rhaella-Targaryen;Rhaenys-Targaryen;Rhaenys-Targaryen-(daughter-of-Rhaegar);Ricasso;Richard-Horpe;Rickard-Karstark;Rickard-Stark;Rickon-Stark;Robar-Royce;Robb-Stark;Robert-Arryn;Robert-Baratheon;Robert-Strong;Robett-Glover;Robin-Flint;Robin-Ryger;Rodrik-Cassel;Rodrik-Harlaw;Rodrik-Sparr;Roger-Ryswell;Rolfe-the-Dwarf;Rollam-Westerling;Rolly-Duckfield;Rolph-Spicer;Ronnet-Connington;Roone;Roose-Bolton;Roose-Ryswell;Rorge;Rory;Rosey;Roslin-Frey;Rossart;Rowan;Rugen;Rus;Ryk;Ryman-Frey;Salladhor-Saan;Sallor;Samwell-Tarly;Sandor-Clegane;Sansa-Stark;Sarella-Sand;Satin;Sawane-Botley;Scar;Scolera;Selwyn-Tarth;Selyse-Florent;Senelle;Shadd;Shadrich;Shae;Shagga;Shagwell;Sharna;Shireen-Baratheon;Shitmouth;Shortear;Shrouded-Lord;Sigfryd-Harlaw;Sigorn;Simon-Toyne;Skahaz-mo-Kandaq;Skinner;Small-Paul;Smiling-Knight;Softfoot;Soren-Shieldbreaker;Sour-Alyn;Spare-Boot;Spotted-Cat;Squint;Squirrel;Stafford-Lannister;Stannis-Baratheon;Steelskin;Steffon-Baratheon;Steffon-Varner;Stevron-Frey;Stiv;Stonesnake;Stygg;Styr;Sweets;Sybell-Spicer;Sybelle-Glover;Sylva-Santagar;Symon-Silver-Tongue;Symon-Stripeback;Symond-Templeton;Syrio-Forel;Taena-of-Myr;Talbert-Serry;Talea;Tallad;Tanda-Stokeworth;Tansy;Tarber;Tattered-Prince;Ternesio-Terys;Terrance-Lynderly;Theobald;Theomore;Theon-Greyjoy;Thistle;Thoren-Smallwood;Thoros-of-Myr;Tickler;Timeon;Timett;Timoth;Tion-Frey;Tobho-Mott;Todder;Tom-Barleycorn;Tom-of-Sevenstreams;Tomard;Tommen-Baratheon;Torbert;Toregg;Torghen-Flint;Torgon-Greyiron;Tormund;Torrhen-Karstark;Torrhen-Stark;Torwold-Browntooth;Tregar;Tristifer-Botley;Tristifer-IV-Mudd;Trystane-Martell;Tybero-Istarion;Tycho-Nestoris;Tyene-Sand;Tyrion-Lannister;Tysha;Tytos-Blackwood;Tywin-Lannister;Ulf-son-of-Umar;Ulmer;Umma;Unella;Urswyck;Urzen;Utherydes-Wayn;Val;Varamyr;Vardis-Egen;Vargo-Hoat;Varly;Varys;Vayon-Poole;Victarion-Greyjoy;Visenya-Targaryen;Viserys-Targaryen;Vylarr;Vyman;Waif;Walda-Frey-(daughter-of-Merrett);Walder-Frey;Walder-Frey-(son-of-Jammos);Walder-Frey-(son-of-Merrett);Walder-Rivers;Walgrave;Walton;Watt;Waymar-Royce;Weasel;Weeper;Weese;Wendel-Manderly;Werlag;Wex-Pyke;Wick-Whittlestick;Widower;Will-(prologue);Willam-Dustin;Willas-Tyrell;Willem-Lannister;William-Foxglove;Willis-Wode;Willow-Heddle;Willow-Witch-eye;Woth;Wulfe;Wun-Weg-Wun-Dar-Wun;Wyl-(guard);Wylis-Manderly;Wylla;Wyman-Manderly;Wynton-Stout;Xaro-Xhoan-Daxos;Xhondo;Yandry;Yellow-Dick;Yezzan-zo-Qaggaz;Ygritte;Yohn-Royce;Yoren;Yorko-Terys;Ysilla;Yurkhaz-zo-Yunzak;Zei;Zollo
Addam-Marbrand;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aegon-Frey-(son-of-Stevron);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aegon-I-Targaryen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aegon-Targaryen-(son-of-Rhaegar);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;4;0;0;0
